          20   2.3454382142167742        2.2982789614893369        2.2569162141126116        2.5592415952227516        2.7710631047975469        2.6927810711333873        2.9765080355061624        2.8780938636748923       0.99839142468836251       0.98834358457936622       0.98508805190917259        1.0402043749013203        1.0750248193292276        1.0591585966047317        1.0924398497612999        1.0708458243830907     
          40   2.2482604000653956        2.2722906473731395        2.2634476618785384        2.3682925674648150        2.3394363183606348        1.8510936902347406        2.5706150355166959        2.2566863063128424       0.98509754355092971       0.99064293715573415       0.98836153694234430        1.0255344279989369        1.0166453524925283       0.94856465696453929        1.0571841156977781        1.0108404278500378     
          60   2.2073407070636035        2.2710820802287048        2.2587887595345566        2.5801678644827830        2.3134024674081402        2.4804227495007152        2.2483584800355985        2.5593456187428343       0.97546874651204241       0.98661372409011594       0.98810553466275219        1.0365461972538210        1.0090994965169167        1.0430411451264703       0.99295778664802092        1.0461674942226402     
          80   2.2879451096415888        2.3512582325494740        2.0714413294910416        2.2496967431713366        2.4325432515999474        2.4541272081091341        2.1564346785558151        2.3412974691376571       0.98529161087075778       0.99834512197885883       0.96119888155037558        1.0069226694247211        1.0338787271481797        1.0358243967962719       0.99114250103539836        1.0164075811905728     
         100   2.2724381358188421        2.1282503506317649        2.1932156141779777        2.3445061410280092        2.3156319096858331        2.2912340089960570        2.4085073845701470        2.5841546808970071       0.98971074876895693       0.96034047871724992       0.97342292183925549        1.0116285040881299        1.0132187186507600        1.0011415810397437        1.0177521615333349        1.0408772020476496     
         120   2.3704190911805658        2.3616042150461358        2.2527382324484639        2.3354898817786074        2.4370955513405663        2.1942226198394841        2.6331583606759867        2.7873420946254925       0.99867236582487728       0.99627708517584923       0.98149332576113590        1.0050907438854204        1.0188218621835101       0.98821464344310816        1.0501478295703823        1.0701455667738167     
         140   2.0749059010010678        2.0669987832547578        2.2540348180215584        2.4853208129325131        2.3752309143766444        2.4715963398110912        2.5137241403204271        2.7362308355684450       0.95689068231480479       0.95403028633069320       0.98403859032670526        1.0381539717819943        1.0189414081021426        1.0269424698375864        1.0404560275766312        1.0776725272172809     
         160   2.3021885003809981        2.1469399153635251        2.3997544044351260        2.4933262886728493        2.5411491285500620        2.4813090355142489        2.5095033118462786        2.4996111050161369       0.99017329775876339       0.96567642935883535        1.0069458887316660        1.0381403704201109        1.0417767688582726        1.0399411000784435        1.0269429037649840        1.0496891143187970     
         180   2.1594238255852614        2.1997729960849766        2.1576772898069332        2.4487173669115991        2.4979898234811748        2.5025861159671310        2.6082716553668521        2.8295909775674639       0.97052858537374598       0.97814738346682129       0.96986161270088411        1.0228836233342760        1.0317800650015481        1.0395633710160914        1.0536333382334937        1.0809927783708155     
         200   2.2463021590525294        2.2614090464109884        2.2703897886726914        2.6685618591434825        2.3079172521443776        2.3885544838625861        2.4023564992440836        2.3573908933739007       0.97875430626167459       0.97784915782243387       0.98405265233998507        1.0629195857264930        1.0056764682957187        1.0337279010735052        1.0298399176896931        1.0278206771709799     
         220   2.1733886881704452        2.3401238682107879        2.2989794764824714        2.3004492159184746        2.1059490627568067        2.5668971967846286        2.2683225224080759        2.2183201421238699       0.97416412906382355       0.99650479818665727       0.98593045304566640        1.0111302935604349       0.97902441001352558        1.0542145718294975        1.0145727281978245        1.0128827915056202     
         240   2.1834890456397744        2.1120012667657044        2.1137781027423634        2.2710361752851806        2.3882312368548000        2.1390089875568257        2.3759815085951028        2.6481106507966881       0.98058729941510259       0.96785385740615748       0.96549974231249103       0.99610036166137494        1.0247774897887676       0.97182987136769305        1.0088781099460991        1.0575202707104221     
         260   2.3177744705096130        2.1374809440454148        2.2104778793069779        2.3749877731710702        2.3333461736804493        2.4338236353081806        2.6242738508820320        2.3873741099864580       0.98824830943388320       0.96608606458899016       0.97699081853710668        1.0220711135932850        1.0148025202702644        1.0234970958445966        1.0562710203671937        1.0108963743788821     
         280   2.2179491885228777        2.1254284167963231        2.2410035685167049        2.2419135725374812        2.2144167062476114        1.9954645278927265        2.0873705386905601        2.0673888127146496       0.97924861957869913       0.96415236845467212       0.98298333322423570       0.99141614997528893       0.98370085597139967       0.95764388046224258       0.96696381738115822       0.94424273988082763     
         300   2.1322093815182805        2.1819115303677896        2.0993934263940863        2.5041040461193300        2.5701502293802374        2.5725837074866793        2.8317509506647700        1.8474781447471025       0.97318866443418339       0.97155815025857406       0.96516332487976764        1.0428081581853716        1.0563785754199853        1.0540402382523104        1.0936983308245958       0.94746741363081588     
         320   2.2126249938124984        2.2362618769752753        2.1968892593062388        2.2575020465548943        2.3830538799792662        2.4429293761138151        2.3014353180320715        2.7461939884381916       0.97964428200154108       0.98519262050778944       0.97287152742501248       0.99949626725769114        1.0177517906739346        1.0318757222917510        1.0135226829270525        1.0801162630428511     
         340   2.2688893644686563        2.2861512698637383        2.2517086679410792        2.4048689519769209        2.3916590130990527        2.6139522764071224        2.4258409293261205        2.6045747191173887       0.98762761145960754       0.98652595091155892       0.98292891770033086        1.0196708406351849        1.0199287329169933        1.0524434684312649        1.0256318999991350        1.0439938699700886     
